微博id,微博正文,头条文章url,原始图片url,被转发微博原始图片url,是否为原创微博,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Ny0w7EKio,"转发理由:#微博辟谣# 邯郸一男子“移花接木”网上散布谣言被处罚  
原始用户: 邯郸网警
转发内容: 【邯郸一男子“移花接木”网上散布谣言被处罚】近日，邯郸市公安局网巡支队指导武安市公安局依法查处一起散布网络谣言的案件，违法行为人张某某因“移花接木”、编造散布虚假信息被依法行政处罚。12月8日，网民“张某某”在某短视频平台发布一段某厂房着火冒烟的视频，并配以文字称“武安大事件”。经核实，武安市并未发生该情况，此信息为虚假不实消息，误导了群众认知，造成了不良社会影响。经查，该账号使用人为张某某，男，武安冶陶镇人。张某某到案后，对其违法事实供认不讳。据张某某交代，其从网上看到了其他地方发生了着火冒烟的情况，为了博人眼球、吸引网民注意，嫁接到本地，发布信息称“武安大事件”。根据《中华人民共和国治安管理处罚法》相关规定，武安市公安局依法对张某某作出行政处罚。 原图 ",,无,https://wx1.sinaimg.cn/large/0067zAzjly1hl09olpj8rj30go07gmz0.jpg,False,无,无,2023-12-20 15:51,微博网页版,0,0,0
Ny04W7mnC,"转发理由:#微博辟谣# 网传广西河池一6岁半小男孩独自生活，只有邻居帮忙照顾为不实信息  
原始用户: 广西头条NEWS
转发内容: 【网传“广西一6岁男孩独自生活”，官方通报→】近日，发现有自媒体传播“广西河池一6岁半小男孩独自生活，只有邻居帮忙照顾”的视频信息，广西河池大化瑶族自治县民政局19日通报，经调查核实，为不实信息。详情：网传“广西一6岁男孩独自生活”，官方通报→ #官方通报广西一6岁男孩独自生活为不实信息#  [组图共2张] 原图 ",,无,"http://ww4.sinaimg.cn/large/d9caa2bdgy1hl0651o6ybj20ic0edn17.jpg,http://ww3.sinaimg.cn/large/d9caa2bdgy1hl0653v5p6j20u00uujzd.jpg",False,无,无,2023-12-20 14:44,微博网页版,5,1,1
NxZYJ4HLE,"转发理由:#微博辟谣# 网传德阳通用电子学校一女生疑遭多名女子殴打系谣言  
原始用户: 微博罗江
转发内容: 辟谣！网传德阳通用电子学校一女生疑遭多名女子殴打系谣言12月20 日，今日头条用户“芒果天下事”发布了一篇名为“曝12岁女生被8人轮流扇耳光3小时，致耳膜穿孔”的文章，该文章提到“针对网传女生疑遭多名女子殴打事件，四川省德阳市罗江区德阳通用电子科技学校通过官方微博发布通报：5 月 17 日，该校学生唐某........”。该文章图文内容为拼凑，文中图片与此前媒体报道的“江西 12岁女生被8人轮流扇耳光致耳膜穿孔”一致。经核查，我区德阳通用电子学校未发生过有女生遭多名女子殴打的相关事件，亦未在官方微博账号发布相关通报，该自媒体文章内容为杜撰编造，纯属谣言。望广大自媒体用户坚守底线，不为博眼球、蹭热度故意编造新闻事件，在此提醒广大网民，不随意转发没有权威和正规来源的图文、视频、音频信息，不传谣、不信谣，谨慎辨别网络谣言。 [组图共2张] 原图 ",,无,"http://ww1.sinaimg.cn/large/bb03b9dfly1hl09nodbr0j20y01z9av0.jpg,http://ww4.sinaimg.cn/large/bb03b9dfgy1hl07aekkhxj20wi1i87ha.jpg",False,无,无,2023-12-20 14:28,微博网页版,1,1,0
NxZ3eiXgr,"转发理由:#微博辟谣# 郑州消防：网传某高校发生火灾，起火仓库内有储油罐，火场发生爆炸等内容均为不实信息  
原始用户: 郑州消防
转发内容: 警情通报：12月20日1时27分，新郑市消防救援大队指挥中心接到报警，龙湖镇新老107国道交叉口附近一仓库起火，指挥中心立即调派临近消防救援力量赶赴现场处置。3时25分火势被扑灭，着火物质为仓库内存放的纸箱等，未发生人员伤亡。网传某高校发生火灾，起火仓库内有储油罐，火场发生爆炸等内容均为不实信息，请广大群众不传谣，不信谣。@网信郑州 原图 ",,无,https://wx2.sinaimg.cn/large/76b157a9gy1hl0410gx5bj20u00u075z.jpg,False,无,无,2023-12-20 12:07,微博网页版,1,2,1
NxYT16THE,"转发理由:#微博辟谣# 网传郑州某高校发生火灾为不实信息  
原始用户: 郑州消防
转发内容: 警情通报：12月20日1时27分，新郑市消防救援大队指挥中心接到报警，新郑市龙湖镇新老107国道交叉口一仓库起火。指挥中心立即调派临近消防救援力量赶赴现场处置。消防救援人员到场后，经侦查发现现场为一栋钢结构仓库起火，3时25分明火被扑灭，着火物质为仓库内存放的纸箱等，无人员伤亡。网传某高校发生火灾为不实信息，请广大群众不传谣，不信谣。@网信郑州 @平安郑州 原图 ",,无,https://wx2.sinaimg.cn/large/76b157a9gy1hkzxcvslp3j20u00u0td5.jpg,False,无,无,2023-12-20 11:42,微博网页版,3,0,0
NxYP9g0pZ,"转发理由:#微博辟谣# 中信证券首席辟谣：“目前每周基金规模净赎回0.6%”说法是毫无常识的编段子 没有写过该观点  
原始用户: 财联社APP
转发内容: 【中信证券首席辟谣：“目前每周基金规模净赎回0.6%”说法是毫无常识的编段子 没有写过该观点】财联社CC新闻的微博视频  ",,无,无,False,无,无,2023-12-20 11:32,微博网页版,0,0,0
NxYLTgKXU,"转发理由:#微博辟谣# 气象部门辟谣广州下雪  
原始用户: 广州日报
转发内容: 【#气象部门辟谣广州下雪#，#网传广州下雪视频为商场活动效果# 】今天（19日）下午，#广州下雪#登上微博热搜。对此，@广州天气 回应：“今天下午的最低气温：广州中心城区在10℃左右，即便是广州北部地区也在5℃左右远远达不到下雪的条件。只是部分地方下了点雨而已。” 广州日报记者查询发现，所谓“广州下雪”的网传视频疑为在岗顶某商场附近拍摄。但评论区不少网友对视频真实性表示怀疑，甚至有网友调侃“广州下肠粉也不会下雪”。对此，记者询问商场方面，对方看了网传视频后回复，这段时间商场一直在搞迎新年活动，有制造“飘雪”效果，视频中的“雪”应该是商场这边飘过去的。文/记者：陈钧圣、叶卡斯视频剪辑/廖黎明 http://t.cn/A6lXtVxB ",,无,无,False,无,无,2023-12-20 11:24,微博网页版,1,0,0
NxYEI9uEo,"转发理由:#微博辟谣# 假的！千万别点！海南文昌市应急管理局发布声明  
原始用户: 海南日报
转发内容: #微博辟谣#【假的！千万别点！海南文昌市应急管理局发布声明→】文昌市应急管理局未发此类文件及链接。提醒大家不要点开，避免不必要的损失和信息泄露！请大家积极转发，提醒身边的朋友，最大限度保护自身利益安全。戳图↓假的！千万别点！文昌市应急管理局发布声明→  原图 ",,无,https://wx3.sinaimg.cn/large/003uSWhAgy1hkzh7sommhj60gu0gs47802.jpg,False,无,无,2023-12-20 11:06,微博网页版,2,1,0
NxU5JABEo,"转发理由:#微博辟谣# 临夏市2名散布地震谣言信息网民被依法查处  
原始用户: 新华社
转发内容: #网民散布地震谣言被行拘#【临夏市#2名散布地震谣言信息网民被依法查处#】12月18日23时59分，临夏州积石山发生6.2级地震。临夏市2名网民却在未经证实的情况下，编造地震不实信息，在网络媒体发布、直播“中国地震网最新消息，临夏今晚夜间2点二十六分三十五秒，还有一次8.2级剧烈余震！”以上不实信息迅速在网络媒体中扩散，引起市民恐慌，严重扰乱了社会公共秩序。临夏市公安局网安大队当晚监测到后，立即进行了辟谣处理。经核查，违法行为人李某、马某在未经证实的情况下，编造、散布了该谣言信息。经公安机关调查询问，依法对李某、马某发布散布谣言、谎报险情故意扰乱公共秩序的行为处以行政拘留五日，罚款500元的行政处罚。（兰州发布） 原图 ",,无,https://wx2.sinaimg.cn/large/001R0E0aly1hkzgj4ki1mj60w10mx18302.jpg,False,无,无,2023-12-19 23:29,HUAWEI P40 Pro 5G,1,2,1
NxS4cchCp,"转发理由:#微博辟谣# 湖北三峡职业技术学院声明：我校从未开办任何单招考试培训班，也未与任何教育培训机构联合办班，请考生及家长保持警惕！  
原始用户: 湖北三峡职业技术学院官博
转发内容: #三职小提醒# 【湖北三峡职业技术学院关于2024年湖北省高职单独招生工作的声明】近期，某些社会培训机构或个人发布不实招生广告，借用湖北三峡职业技术学院名义进行单独招生考试辅导和训练营等考前培训，并做免考入学、保证录取等虚假承诺和宣传，严重干扰了我校正常招考工作秩序，破坏了我校的声誉。为防止广大考生及家长上当受骗，特作如下声明：我校尚未接到湖北省教育厅等上级部门关于开展2024年高职单独招生考试的相关工作通知。我校的单独招生工作将严格执行上级有关规定，在收到上级部门正式通知后，第一时间向社会发布单独招生信息。我校从未开办任何单招考试培训班，也未与任何教育培训机构联合办班。凡利用湖北三峡职业技术学院名义作出免考入学、优先入学等承诺或考前培训的，均属培训机构或个人行为，与我校无关，请考生及家长保持警惕，以防受骗。对于假借湖北三峡职业技术学院及相关教师名义进行非法活动的组织和个人，我校将保留追究其法律责任的权利。同时，欢迎社会各界、考生及家长监督举报。监督举报电话：0717-8853399  0717-8853992 湖北三峡职业技术学院2023年12月19日 ",,无,无,False,无,无,2023-12-19 18:20,微博网页版,2,0,0
NxS0Bfk53,"转发理由:#微博辟谣# 多方辟谣香山千米滑雪场  
原始用户: 北京交通广播
转发内容: 【#多方辟谣香山千米滑雪场#】近日，社交平台疯传户外爱好者们在“香山天然滑雪场”滑雪的视频。对此，香山公园回应称，这条被大家称为“香巴拉”的道路位于香山公园围墙外，不属于香山公园园区。西山林场管理处也对此事进行回应，视频区域位于西山林场林区，并非对外开放的西山国家森林公园游览区域。目前，林区主要进山入口检查站通过语音喇叭进行提示，还将悬挂提示横幅。此外，西山林场已配合属地公安分局和派出所开展巡查和安全隐患排查。（北京日报客户端） 原图 ",,无,https://wx1.sinaimg.cn/large/001UsgyAly1hkz3yrt3ibj60vz0z643p02.jpg,False,无,无,2023-12-19 18:11,微博网页版,4,2,0
NxRWP6Ybg,"转发理由:#微博辟谣# 一网民用AI技术炮制谣言被寻乌警方依法查处  
原始用户: 赣州网警
转发内容: 用AI技术炮制谣言，胡某被查！ 用AI技术炮制谣言，胡某被查！  ",,无,无,False,无,无,2023-12-19 18:02,微博网页版,1,0,0
NxRSqloTN,"转发理由:#微博辟谣# 信阳公安依法查处一起散布谣言案件  
原始用户: 平安信阳
转发内容: 网络并非法外之地，编造、传播网络谣言需要承担法律责任。近日，信阳公安机关依法对一名在互联网账号发布营商环境排名谣言的殷某作出了行政处罚。@平安中原 @警民携手同行  原图 ",,无,https://wx4.sinaimg.cn/large/78b8eddbgy1hkz5t9tzaoj20nw2ask0a.jpg,False,无,无,2023-12-19 17:51,微博网页版,0,0,0
NxRJXyLZL,"转发理由:#微博辟谣# 芜湖一男子编造散布“飞机坠落”谣言被依法处理  
原始用户: 安徽网
转发内容: #微博辟谣# 【芜湖一男子编造散布“飞机坠落”谣言被依法处理】近日，芜湖市公安局经开区分局快速查处了使用短视频平台造谣坠机事件的男子李某某。12月16日，芜湖市公安局经开区公安分局民警在工作中发现，辖区李某某在网上截取一段战斗机画面的视频，并配文：“有飞机掉下来了” ，发布在网上。视频经流传后，引发公众关注。经过民警进一步核实，此视频消息系不实信息，属谣言。经开区警方依法传唤李某某接受调查。到案后，李某某对其编造虚假信息并在网络平台散布的违法事实供认不讳。李某某编造、传播谣言的行为违反了治安管理处罚法相关规定，涉嫌虚构事实扰乱公共秩序，鉴于李某某本人主动承认错误并积极消除影响，依法对其作出罚款处罚。http://t.cn/A6l6DTl5 原图 ",,无,https://wx4.sinaimg.cn/large/6ba09194ly1hkz45itekpj20dw0u1mym.jpg,False,无,无,2023-12-19 17:30,微博网页版,1,0,0
NxRuMwUbC,"转发理由:#微博辟谣# 医保局辟谣不缴纳医保影响子女考公考编  
原始用户: 北京新闻广播
转发内容: 【#不缴纳医保会影响子女考公吗#】12月17日，一张显示为“曹各庄村信息群”里的聊天截图引发关注。截图显示，用户名为“曹各庄村刘某某”的人表示，父母不缴纳医保将影响子女未来考公、考编。#医保局辟谣不缴纳医保影响子女考公考编#央广网报道，记者联系到河北省易县县委宣传部工作人员。经核查，12月12日上午，易县南城司乡曹各庄村在安排部署督促医保缴费工作时，一名村干部用村支书微信在村民群内发布督促医保缴费信息通知。其发布的内容与县、乡所做的工作安排部署、政策培训以及缴费宣传政策并不相符合。@北京新闻广播 记者就此事致电事发地河北保定市医保局，工作人员回复称父母不缴纳医保不会影响子女考公、考编，工作人员说：“我们只是强烈推荐缴纳医保，参保确实有好处，”石家庄市医保局也回应称没有相关政策。那么，北京是否存在这样的情况呢？12333北京人力资源社保客服电话工作人员表示，目前没有相关的政策。北京市医保局办公室工作人员称不太了解：“是否影响考公、考编我们这边不太清楚。”北京市人事考试中心则表示，具体审核细则需咨询相关招考单位，该工作人员说：“公务员考试资质审核是在各单位。” 原图 ",,无,https://wx4.sinaimg.cn/large/0023eEGfly1hkz5nbt4s6j609k0if3zd02.jpg,False,无,无,2023-12-19 16:53,微博网页版,1,1,0
